game_id,season,week,team,opponent,points,home_flag,posteam,drives
2020_07_GB_HOU,2020,7,HOU,GB,20.0,1,HOU,12
2020_07_GB_HOU,2020,7,GB,HOU,35.0,0,GB,12
2020_07_JAX_LAC,2020,7,LAC,JAX,39.0,1,LAC,14
2020_07_JAX_LAC,2020,7,JAX,LAC,29.0,0,JAX,12
2020_07_KC_DEN,2020,7,DEN,KC,16.0,1,DEN,13
2020_07_KC_DEN,2020,7,KC,DEN,43.0,0,KC,12
2020_07_NYG_PHI,2020,7,PHI,NYG,22.0,1,PHI,13
2020_07_NYG_PHI,2020,7,NYG,PHI,21.0,0,NYG,13
2020_07_PIT_TEN,2020,7,TEN,PIT,24.0,1,TEN,10
2020_07_PIT_TEN,2020,7,PIT,TEN,27.0,0,PIT,11
2020_07_SEA_ARI,2020,7,ARI,SEA,37.0,1,ARI,13
2020_07_SEA_ARI,2020,7,SEA,ARI,34.0,0,SEA,12
2020_07_SF_NE,2020,7,NE,SF,6.0,1,NE,9
2020_07_SF_NE,2020,7,SF,NE,33.0,0,SF,9
2020_07_TB_LV,2020,7,LV,TB,20.0,1,LV,11
2020_07_TB_LV,2020,7,TB,LV,45.0,0,TB,10
2020_08_ATL_CAR,2020,8,CAR,ATL,17.0,1,CAR,8
2020_08_ATL_CAR,2020,8,ATL,CAR,25.0,0,ATL,9
2020_08_DAL_PHI,2020,8,PHI,DAL,23.0,1,PHI,11
2020_08_DAL_PHI,2020,8,DAL,PHI,9.0,0,DAL,12
2020_08_IND_DET,2020,8,DET,IND,21.0,1,DET,12
2020_08_IND_DET,2020,8,IND,DET,41.0,0,IND,11
2020_08_LAC_DEN,2020,8,DEN,LAC,31.0,1,DEN,13
2020_08_LAC_DEN,2020,8,LAC,DEN,30.0,0,LAC,12
2020_08_LA_MIA,2020,8,MIA,LA,28.0,1,MIA,14
2020_08_LA_MIA,2020,8,LA,MIA,17.0,0,LA,16
2020_08_LV_CLE,2020,8,CLE,LV,6.0,1,CLE,6
